"","id","name","host_since","host_location","host_response_time","host_is_superhost","listing_count","neighbourhood","property_type","room_type","accommodates","bathrooms","bedrooms","amenities","price","cleaning_fee","minimum_nights","maximum_nights","number_of_reviews","review_scores_rating","reviews_per_month"
"1986",10653150,"QUIET 2 Bedrooms-Beacon Hill Near T, No clean fee","2014-12-28","Boston, Massachusetts, United States","within an hour","f",3,"Beacon Hill","Condominium","Entire home/apt",4,1,2,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$160.00","",2,1125,41,85,5.57
"1987",4787359,"1BD in Beacon Hill w. Amazing roof","2011-01-25","Istanbul, Istanbul, Turkey","within an hour","f",1,"Beacon Hill","Apartment","Entire home/apt",3,1,1,"{TV,""Cable TV"",""Wireless Internet"",Kitchen,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",""Smoke Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}","$250.00","$150.00",1,1125,18,90,0.91
"1988",3050565,"Room in Beautiful Beacon Hill #14","2013-06-19","Boston, Massachusetts, United States","within an hour","f",4,"Beacon Hill","Apartment","Private room",1,2,1,"{""Cable TV"",""Wireless Internet"",""Air Conditioning"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher""}","$90.00","$30.00",3,1125,23,91,0.83
"1989",13306811,"Beacon Hill Urban Oasis","2015-04-18","Boston, Massachusetts, United States","within an hour","t",1,"Beacon Hill","Apartment","Entire home/apt",2,1,0,"{""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$129.00","$28.00",2,1125,37,96,11.68
"1990",7553969,"Sunny studio in a great location.","2014-11-09","Boston, Massachusetts, United States","within a few hours","f",1,"Beacon Hill","Apartment","Entire home/apt",2,1,0,"{""Wireless Internet"",Kitchen,Heating,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}","$140.00","$50.00",2,1125,5,96,0.39
"1991",11701611,"Classic, Quiet Beacon Hill Apt.","2016-03-09","Redwood City, California, United States","within a few hours","f",1,"Beacon Hill","Apartment","Entire home/apt",2,1,1,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$210.00","$90.00",3,1125,8,95,2.31
"1992",7244031,"Beacon Hill 3rd Floor 1 BR","2014-10-02","Boston, Massachusetts, United States","within a day","f",1,"Beacon Hill","Apartment","Entire home/apt",3,1,1,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$125.00","$35.00",3,1125,6,97,0.43
"1993",4032756,"Airy Beacon Hill Flat w City Views","2014-09-03","Boston, Massachusetts, United States","within a few hours","f",1,"Beacon Hill","Apartment","Entire home/apt",2,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$188.00","$50.00",5,1125,18,96,0.77
"1994",9078998,"Studio on Charles St. in Beacon Hil","2013-10-05","Boston, Massachusetts, United States","within a day","f",1,"Beacon Hill","Apartment","Entire home/apt",2,1,1,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",""Laptop Friendly Workspace""}","$150.00","$40.00",3,1125,7,97,1.09
"1995",6326257,"Renovated 2BR | 1.5BA on Charles St","2013-10-13","Boston, Massachusetts, United States","within an hour","t",15,"Beacon Hill","Apartment","Entire home/apt",5,1.5,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$375.00","$125.00",3,45,62,98,4.08
"1996",3377100,"Beacon Hill Townhouse near MGH","2013-07-21","Boston, Massachusetts, United States","within an hour","t",1,"Beacon Hill","Apartment","Entire home/apt",2,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$245.00","$80.00",3,365,60,98,2.24
"1997",11306586,"Awesome Location Beacon Hill Studio","2013-03-25","Boston, Massachusetts, United States","within an hour","f",11,"Beacon Hill","Apartment","Entire home/apt",2,1,0,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron}","$150.00","",2,1125,26,90,4.48
"1998",7342359,"Bright, Open 1BR Apt in Beacon Hill","2015-04-29","Boston, Massachusetts, United States","N/A","f",1,"Beacon Hill","Apartment","Entire home/apt",2,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}","$250.00","$80.00",1,1125,0,NA,NA
"1999",7996844,"Beacon Hill on Charles (#2)","2011-06-11","Boston, Massachusetts, United States","within an hour","f",2,"Beacon Hill","Apartment","Private room",2,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,""Laptop Friendly Workspace""}","$130.00","$50.00",2,1125,33,90,2.66
"2000",14124430,"Brand New Beacon Hill Penthouse!","2014-09-10","Boston, Massachusetts, United States","within an hour","f",24,"Beacon Hill","Apartment","Entire home/apt",7,1,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$250.00","$65.00",1,1125,3,100,2.31
"2001",8471852,"Awesome North End Studio","2013-04-23","US","within a few hours","f",1,"Beacon Hill","Apartment","Entire home/apt",1,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$120.00","$25.00",1,1125,28,99,2.41
"2002",12143408,"Prime Beacon Hill 1BR Condo","2014-07-28","Boston, Massachusetts, United States","within a day","f",1,"Beacon Hill","Apartment","Entire home/apt",2,1,1,"{Internet,""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}","$220.00","",2,1125,4,100,1.4
"2003",8782592,"Spacious 2 Bd Escape in Beacon Hill","2014-04-22","Boston, Massachusetts, United States","within a day","t",2,"Beacon Hill","Apartment","Entire home/apt",4,2,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}","$300.00","$82.00",2,1125,10,94,1.2
"2004",10470115,"Historic Beacon Hill 1BRw/Roof Deck","2015-12-18","Boston, Massachusetts, United States","within a day","f",14,"Beacon Hill","Apartment","Entire home/apt",3,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$199.00","",2,1125,3,93,0.43
"2005",7635616,"Temple Street By Maverick, Nine","2014-10-09","Middlesex County, Massachusetts, United States","within a few hours","f",50,"Beacon Hill","Apartment","Entire home/apt",2,1,0,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}","$155.00","$225.00",7,1125,5,100,0.49
"2006",1886037,"Beautiful Penthouse in Beacon Hill","2012-01-09","Boston, Massachusetts, United States","N/A","f",1,"Beacon Hill","Apartment","Entire home/apt",4,1.5,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher""}","$230.00","$100.00",7,1125,1,100,0.07
"2007",11343485,"Beacon Hill Gem! Spacious One Bedroom","2012-10-31","Boston, Massachusetts, United States","within an hour","f",1,"Beacon Hill","Apartment","Entire home/apt",3,1,1,"{""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Laptop Friendly Workspace""}","$159.00","$19.00",1,1125,14,86,9.55
"2008",8537786,"Beacon Hill Room Available","2015-09-23","Boston, Massachusetts, United States","within an hour","f",1,"Beacon Hill","Townhouse","Private room",1,2,1,"{Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,""Lock on Bedroom Door""}","$202.00","$30.00",1,1125,14,64,1.21
"2009",9273978,"Beacon Hill -Charles Street Studio","2011-07-13","Boston, Massachusetts, United States","within a few hours","f",19,"Beacon Hill","Apartment","Entire home/apt",2,1,0,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",""Hair Dryer"",Iron}","$229.00","$100.00",2,1125,5,100,0.82
"2010",14407094,"Modern comfort on Beacon Hill","2015-10-23","Boston, Massachusetts, United States","within an hour","f",7,"Beacon Hill","Apartment","Shared room",4,1,1,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo}","$129.00","$25.00",3,1125,1,100,1
"2011",14857569,"Hotel-Room w/twin bed, bathroom and free breakfast","2016-09-01","US","N/A","f",2,"Beacon Hill","Bed & Breakfast","Private room",1,1,1,"{TV,""Wireless Internet"",""Elevator in Building"",Washer,Dryer,Essentials,Shampoo,Hangers,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}","$79.00","",2,21,0,NA,NA
"2012",9273395,"Spectacular Beacon Hill 1 bedroom","2011-07-13","Boston, Massachusetts, United States","within a few hours","f",19,"Beacon Hill","Apartment","Entire home/apt",4,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Iron}","$210.00","$100.00",2,1125,7,97,0.81
"2013",10945774,"Historic Beacon Hill Studio Apt.","2015-12-18","Boston, Massachusetts, United States","within a day","f",14,"Beacon Hill","Apartment","Entire home/apt",2,1,0,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$129.00","",2,1125,1,100,1
"2014",13993185,"Adorable Beacon Hill One Bedroom","2016-07-13","Boston, Massachusetts, United States","within an hour","f",1,"Beacon Hill","Apartment","Entire home/apt",4,1,1,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49""}","$200.00","$50.00",2,28,10,96,6.12
"2015",9274587,"Spectacular Beacon Hill 1 bedroom","2011-11-26","Boston, Massachusetts, United States","within a day","f",24,"Beacon Hill","Apartment","Entire home/apt",4,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",""Hair Dryer"",Iron}","$229.00","$100.00",2,1125,9,89,0.92
"2016",6554785,"Apartment close to everything!","2015-02-21","Boston, Massachusetts, United States","within an hour","t",2,"Beacon Hill","Apartment","Entire home/apt",2,1,0,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Doorman,""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$160.00","$110.00",2,1125,85,96,5.69
"2017",2998554,"Penthouse w/ a deck in Beacon Hill","2012-09-03","Boston, Massachusetts, United States","within an hour","f",2,"Beacon Hill","Apartment","Entire home/apt",6,1,2,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Hot Tub"",Heating,""Family/Kid Friendly"",Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}","$135.00","",4,1125,19,89,0.7
"2018",4359160,"north slope studio in boston proper","2010-12-21","Boston, Massachusetts, United States","within an hour","f",7,"Beacon Hill","Apartment","Entire home/apt",2,1,0,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}","$99.00","",1,30,174,75,7.7
"2019",3392423,"Room in penthouse apt /Beacon Hill","2012-09-03","Boston, Massachusetts, United States","within an hour","f",2,"Beacon Hill","Apartment","Private room",2,1,1,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Hot Tub"",""Buzzer/Wireless Intercom"",Heating,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo}","$115.00","",2,1125,91,95,3.39
"2020",14074739,"The Red Brick Road","2014-07-09","Boston, Massachusetts, United States","within an hour","f",1,"Beacon Hill","Apartment","Entire home/apt",2,1,1,"{""Air Conditioning"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$175.00","$30.00",2,1125,1,100,1
"2021",4489490,"Charles St, Studio Apt, Boston #31","2014-09-02","Boston, Massachusetts, United States","within a few hours","f",10,"Beacon Hill","Apartment","Entire home/apt",2,1,0,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Heating,""Family/Kid Friendly"",""Smoke Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,Iron,""Laptop Friendly Workspace""}","$229.00","",4,1125,16,94,0.72
"2022",508017,"Beautiful Studio in Beacon Hill","2012-05-30","Cambridge, Massachusetts, United States","within an hour","f",1,"Beacon Hill","Apartment","Entire home/apt",2,1,1,"{TV,""Wireless Internet"",Kitchen,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$199.00","",3,30,156,94,3.02
"2023",8170181,"Gorgeous Beacon Hill Apartment","2015-01-18","Boston, Massachusetts, United States","within a few hours","f",1,"Beacon Hill","Apartment","Entire home/apt",3,1,1,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}","$200.00","",2,1125,22,93,1.87
"2024",3068453,"Large Studio in Theater District","2012-05-12","Cambridge, Massachusetts, United States","within a few hours","f",7,"Downtown","Apartment","Entire home/apt",3,1,0,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Smoke Detector""}","$133.00","$45.00",1,1125,74,80,2.71
"2025",9934771,"Beautiful apt. in downtown Boston","2014-05-03","Cambridge, Massachusetts, United States","N/A","f",1,"Downtown","Apartment","Entire home/apt",3,1,1,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,Doorman,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$120.00","$50.00",1,1125,0,NA,NA
"2026",2821825,"[1852-2C]2BRs in Downtown Boston","2009-07-10","US","within a few hours","f",79,"Downtown","Apartment","Entire home/apt",4,2,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Pool,Kitchen,""Pets Allowed"",Doorman,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}","$329.00","$150.00",30,365,4,95,0.17
"2027",21891,"[1168-2NH]Lux 2BR - Downtown Boston","2009-07-10","US","within a few hours","f",79,"Downtown","Apartment","Entire home/apt",4,1,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Pool,Kitchen,""Pets Allowed"",Doorman,Gym,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Hangers}","$349.00","$200.00",3,365,21,94,0.32
"2028",13686161,"Chic 1BR in Downtown Boston","2014-02-14","Montreal, Quebec, Canada","within a few hours","f",58,"Downtown","Apartment","Entire home/apt",4,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$209.00","$95.00",3,1125,1,NA,0.7
"2029",4759640,"Cute studio in Boston Backbay!","2014-12-06","Framingham, Massachusetts, United States","N/A","f",1,"Downtown","Apartment","Entire home/apt",2,1.5,0,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}","$200.00","$35.00",1,1125,1,100,0.05
"2030",4021522,"[1852-N]Lux 2BR - Downtown Boston","2009-07-10","US","within a few hours","f",79,"Downtown","Apartment","Entire home/apt",4,2,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials}","$329.00","$200.00",5,365,6,100,0.25
"2031",9905304,"Great Downtown Apt","2014-10-15","Boston, Massachusetts, United States","within an hour","f",2,"Downtown","Apartment","Entire home/apt",6,1,2,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}","$375.00","$69.00",3,1125,1,100,0.14
"2032",3182652,"Unique Penthouse in Central Boston","2012-06-05","New York, New York, United States","N/A","f",1,"Downtown","Apartment","Entire home/apt",5,1.5,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials}","$350.00","$120.00",1,1125,5,90,0.18
"2033",10742655,"1 minute walk to subway station","2014-06-18","Boston, Massachusetts, United States","within a few hours","f",2,"Downtown","Apartment","Private room",8,1,1,"{""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$70.00","$15.00",1,1125,4,80,0.65
"2034",13926201,"MIT ROOM","2016-07-08","New York, New York, United States","within an hour","f",1,"Downtown","Apartment","Private room",2,1,1,"{""Wireless Internet""}","$10.00","",1,1125,0,NA,NA
"2035",3653207,"Back Bay/Downtown Beautiful, Convenient 1 Bedroom","2014-07-20","Andover, Massachusetts, United States","within an hour","f",1,"Downtown","Apartment","Entire home/apt",2,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}","$250.00","",1,1125,58,91,2.26
"2036",7240775,"[1909-2] 2BR -The Victor-North End","2009-07-10","US","within a few hours","f",79,"Downtown","Apartment","Entire home/apt",4,2,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}","$329.00","$200.00",4,365,2,100,0.16
"2037",14421910,"2-BR Condo 0.4 Miles to Boston's North End AN2","2013-02-04","Spokane, Washington, United States","within an hour","f",25,"Downtown","Apartment","Entire home/apt",5,2,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer""}","$119.00","$119.00",2,1125,0,NA,NA
"2038",11357756,"FALL SPECIALS, 20% off sept&Oct","2016-01-27","Boston, Massachusetts, United States","within an hour","f",3,"Downtown","Apartment","Entire home/apt",3,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$202.00","$30.00",2,1125,0,NA,NA
"2039",12211821,"Fab Dwntwn Studio Theater & Common","2013-03-25","Boston, Massachusetts, United States","within an hour","f",11,"Downtown","Apartment","Entire home/apt",3,1,0,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_50""}","$158.00","$40.00",2,1125,10,84,2.11
"2040",2747654,"Nice Furnished Apt by Theater Distr","2012-05-12","Cambridge, Massachusetts, United States","within a few hours","f",7,"Downtown","Apartment","Entire home/apt",3,1,0,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Essentials}","$150.00","$45.00",1,1125,67,74,2.36
"2041",13081090,"Sleek 2BR in Downtown Boston","2014-02-14","Montreal, Quebec, Canada","within a few hours","f",58,"Downtown","Loft","Entire home/apt",4,2,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$279.00","$95.00",3,1125,5,100,1.88
"2042",13216268,"Lux 3 floor penthouse with roof deck in Downtown","2014-10-08","Quito, Pichincha, Ecuador","within a few hours","f",1,"Downtown","Loft","Entire home/apt",7,3,3,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}","$500.00","$160.00",1,600,6,90,4
"2043",7838961,"[1852-1NE]Elegant 1BR - Downtown Boston","2009-07-10","US","within a few hours","f",79,"Downtown","Apartment","Entire home/apt",2,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Pets Allowed"",Doorman,Gym,""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,""24-Hour Check-in"",Hangers}","$269.00","$150.00",7,365,0,NA,NA
"2044",1240598,"Downtown Studio Theater Dist Common","2012-05-12","Cambridge, Massachusetts, United States","within a few hours","f",7,"Downtown","Apartment","Entire home/apt",2,1,1,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Essentials}","$152.00","$35.00",1,1125,76,79,1.93
"2045",8799256,"A View of Boston Common","2015-09-11","Medford, Massachusetts, United States","within an hour","f",4,"Downtown","Apartment","Entire home/apt",6,1,2,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo}","$295.00","$100.00",2,1125,43,92,3.96
"2046",4924009,"Small Studio by Theater District","2012-05-12","Cambridge, Massachusetts, United States","within a few hours","f",7,"Downtown","Apartment","Entire home/apt",3,1,1,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,Heating}","$128.00","$35.00",1,1125,52,77,2.66
